end|index_rows|location|name|parliament_number|party|start|sex
8091993|228|Saskatoon—Dundurn|Ron Fisher|34|New Democrat|12121988|male
9071984|252|Capilano|Ron Huntington|32|Progressive Conservative|14041980|male
14121979|252|Capilano|Ron Huntington|31|Progressive Conservative|9101979|male
26031979|241|Capilano|Ron Huntington|30|Progressive Conservative|30091974|male
9071984|172|Sault Ste. Marie|Ron Irwin|32|Liberal|14041980|male
27041997|177|Sault Ste. Marie|Ron Irwin|35|Liberal|17011994|male
11092019|11|Calgary Signal Hill|Ron Liepert|42|Conservative|3122015|male
20112019|11|Calgary Signal Hill|Ron Liepert|43|Conservative|21102019|male
27041997|17|Dartmouth|Ron MacDonald|35|Liberal|17011994|male
8091993|17|Dartmouth|Ron MacDonald|34|Liberal|12121988|male
11092019|41|Coquitlam—Port Coquitlam|Ron McKinnon|42|Liberal|3122015|male
20112019|41|Coquitlam—Port Coquitlam|Ron McKinnon|43|Liberal|21102019|male
14121979|196|York East|Ron Ritchie|31|Progressive Conservative|9101979|male
27041997|213|Saint Boniface|Ronald Duhamel|35|Liberal|17011994|male
23052004|66|Saint Boniface|Ronald Duhamel|37|Liberal|29012001|male
8091993|213|Saint Boniface|Ronald Duhamel|34|Liberal|12121988|male
22102000|216|Saint Boniface|Ronald Duhamel|36|Liberal|22091997|male
23041968|256||Ronald McLelland|27|Progressive Conservative|18011966|male
1101988|177|Progressive Conservative|Ronald Stewart|33|Simcoe South|5111984|male
9071984|177|Simcoe South|Ronald Stewart|32|Progressive Conservative|14041980|male
14121979|177|Simcoe South|Ronald Stewart|31|Progressive Conservative|9101979|male
30041949|34||Ronald Stewart Moore|20|C.C.F.|6091945|male
1021958|183||Rosaire Gauthier|23|Liberal|14101957|male
9071984|58|Kamouraska—Rivière-du-Loup|Rosaire Gendron|32|Liberal|14041980|male
23041968|224||Rosaire Gendron|27|Liberal|18011966|male
1091972|99|Témiscouata|Rosaire Gendron|28|Liberal|12091968|male
14121979|58|Kamouraska—Rivière-du-Loup|Rosaire Gendron|31|Liberal|9101979|male
26031979|86|Rivière-du-Loup—Témiscouata|Rosaire Gendron|30|Liberal|30091974|male
9051974|99|Témiscouata|Rosaire Gendron|29|Liberal|4011973|male
8091965|224||Rosaire Gendron|26|Liberal|16051963|male
1101988|257|Progressive Conservative|Ross Belsher|33|Fraser Valley East|5111984|male
8091993|266|Fraser Valley East|Ross Belsher|34|Progressive Conservative|12121988|male
25011940|108||Ross Gray|18|Liberal|6021936|male
8091993|243|Edmonton East|Ross Harvey|34|New Democrat|12121988|male
8091993|5|St. John's East|Ross Reid|34|Progressive Conservative|12121988|male
30041949|229||Ross Thatcher|20|C.C.F.|6091945|male
13061953|249||Ross Thatcher|21|C.C.F.|15091949|male
12041957|251||Ross Thatcher|22|C.C.F.|12111953|male
1091972|109|Bruce|Ross Whicher|28|Liberal|12091968|male
9051974|109|Bruce|Ross Whicher|29|Liberal|4011973|male
16041945|108||Ross Wilfred Gray|19|Liberal|16051940|male
14081935|101||Ross Wilfred Gray|17|Liberal|9091930|male
23052004|295|Souris—Moose Mountain|Roy Bailey|37|Canadian Alliance|29012001|male
22102000|235|Souris—Moose Mountain|Roy Bailey|36|Reform then Canadian Alliance*|22091997|male
23052004|125|Etobicoke North|Roy Cullen|37|Liberal|29012001|male
22102000|129|Etobicoke North|Roy Cullen|36|Liberal|22091997|male
29112005|130|Etobicoke North|Roy Cullen|38|Liberal|4102004|male
7092008|131|Etobicoke North|Roy Cullen|39|Liberal|3042006|male
30041949|236||Roy Knight|20|C.C.F.|6091945|male
12041957|258||Roy Knight|22|C.C.F.|12111953|male
9071984|126|Etobicoke North|Roy MacLaren|32|Liberal|14041980|male
27041997|129|Etobicoke North|Roy MacLaren|35|Liberal|17011994|male
14121979|126|Etobicoke North|Roy MacLaren|31|Liberal|9101979|male
8091993|129|Etobicoke North|Roy MacLaren|34|Liberal|12121988|male
16041945|237||Roy Theodore Graham|19|Liberal|16051940|male
2082015|168|Ottawa—Orléans|Royal Galipeau|41|Conservative|2062011|male
26032011|168|Ottawa—Orléans|Royal Galipeau|40|Conservative|18112008|male
7092008|169|Ottawa—Orléans|Royal Galipeau|39|Conservative|3042006|male
26032011|53|South Surrey—White Rock—Cloverdale|Russ Hiebert|40|Conservative|18112008|male
2082015|53|South Surrey—White Rock—Cloverdale|Russ Hiebert|41|Conservative|2062011|male
7092008|294|South Surrey—White Rock—Cloverdale|Russ Hiebert|39|Conservative|3042006|male
29112005|53|South Surrey—White Rock—Cloverdale|Russ Hiebert|38|Conservative|4102004|male
29112005|108|Ancaster—Dundas—Flamborough—Westdale|Russ Powers|38|Liberal|4102004|male
6021963|93||Russell Clayton Honey|25|Liberal|27091962|male
8091965|93||Russell Clayton Honey|26|Liberal|16051963|male
1091972|148|Northumberland—Durham|Russell Honey|28|Liberal|12091968|male
23041968|93||Russell Honey|27|Liberal|18011966|male
8091965|79||Russell MacEwan|26|Progressive Conservative|16051963|male
23041968|79||Russell MacEwan|27|Progressive Conservative|18011966|male
9071984|14|Cape Breton—The Sydneys|Russell MacLellan|32|Liberal|14041980|male
1101988|14|Liberal|Russell MacLellan|33|Cape Breton—The Sydneys|5111984|male
27041997|14|Cape Breton—The Sydneys|Russell MacLellan|35|Liberal|17011994|male
14121979|14|Cape Breton—The Sydneys|Russell MacLellan|31|Liberal|9101979|male
8091993|14|Cape Breton—The Sydneys|Russell MacLellan|34|Liberal|12121988|male
12041957|107||Russell Reinke|22|Liberal|12111953|male
27041997|117|Cochrane—Superior|Réginald Bélair|35|Liberal|17011994|male
23052004|191|Timmins—James Bay|Réginald Bélair|37|Liberal|29012001|male
8091993|117|Cochrane—Superior|Réginald Bélair|34|Liberal|12121988|male
22102000|195|Timmins—James Bay|Réginald Bélair|36|Liberal|22091997|male
11092019|248|Avignon—La Mitis—Matane—Matapédia|Rémi Massé|42|Liberal|3122015|male
19041962|174||Rémi Paul|24|Progressive Conservative|12051958|male
6021963|174||Rémi Paul|25|Progressive Conservative|27091962|male
8091965|174||Rémi Paul|26|Progressive Conservative|16051963|male
20112019|297|Pierrefonds—Dollard|Sameer Zuberi|43|Liberal|21102019|male
19041962|187||Samuel Boulanger|24|Liberal|12051958|male
1021958|187||Samuel Boulanger|23|Independent Liberal|14101957|male
14081935|118||Samuel Charters|17|Conservative|9091930|male
25011940|138||Samuel Factor|18|Liberal|6021936|male
14081935|140||Samuel Factor|17|Liberal|9091930|male
16041945|137||Samuel Factor|19|Liberal|16051940|male
14081935|168||Samuel Gobeil|17|Conservative|9091930|male
12041957|77||Samuel Rosborough Balcom|22|Liberal|12111953|male
14081935|162||Samuel William Jacobs|17|Liberal|9091930|male
25011940|163||Samuel William Jacobs (died 21 August 1938)|18|Liberal|6021936|male
27041997|120|Don Valley North|Sarkis Assadourian|35|Liberal|17011994|male
23052004|107|Brampton Centre|Sarkis Assadourian|37|Liberal|29012001|male
22102000|111|Brampton Centre|Sarkis Assadourian|36|Liberal|22091997|male
20112019|237|York—Simcoe|Scot Davidson|43|Conservative|21102019|male
20112019|201|Parry Sound—Muskoka|Scott Aitchison|43|Conservative|21102019|male
2082015|88|Avalon|Scott Andrews|41|Liberal|2062011|male
26032011|88|Avalon|Scott Andrews|40|Liberal|18112008|male
2082015|97|Cumberland—Colchester—Musquodoboit Valley|Scott Armstrong|41|Conservative|2062011|male
23052004|96|Kings—Hants|Scott Brison|37|PC|29012001|male
2082015|101|Kings—Hants|Scott Brison|41|Liberal|2062011|male
26032011|101|Kings—Hants|Scott Brison|40|Liberal|18112008|male
7092008|13|Kings—Hants|Scott Brison|39|Liberal|3042006|male
29112005|101|Kings—Hants|Scott Brison|38|Liberal|4102004|male
11092019|113|Kings—Hants|Scott Brison (until February 10, 2019)|42|Liberal|3122015|male
22102000|16|Kings—Hants|Scott Brison then Joe Clark*|36|Both Progressive Conservative|22091997|male
11092019|155|Hamilton Mountain|Scott Duvall|42|NDP|3122015|male
20112019|155|Hamilton Mountain|Scott Duvall|43|NDP|21102019|male
23052004|141|Lanark—Carleton|Scott Reid|37|Canadian Alliance|29012001|male
11092019|168|Lanark—Frontenac—Kingston|Scott Reid|42|Conservative|3122015|male
2082015|146|Lanark—Frontenac—Lennox and Addington|Scott Reid|41|Conservative|2062011|male
26032011|146|Lanark—Frontenac—Lennox and Addington|Scott Reid|40|Conservative|18112008|male
20112019|168|Lanark—Frontenac—Kingston|Scott Reid|43|Conservative|21102019|male
29112005|146|Lanark—Frontenac—Lennox and Addington|Scott Reid|38|Conservative|4102004|male
7092008|147|Lanark—Frontenac—Lennox and Addington|Scott Reid|39|Conservative|3042006|male
11092019|102|Coast of Bays—Central—Notre Dame|Scott Simms|42|Liberal|3122015|male
2082015|89|Bonavista—Gander—Grand Falls—Windsor|Scott Simms|41|Liberal|2062011|male
26032011|89|Bonavista—Gander—Grand Falls—Windsor|Scott Simms|40|Liberal|18112008|male
20112019|102|Coast of Bays—Central—Notre Dame|Scott Simms|43|Liberal|21102019|male
7092008|1|Bonavista—Gander—Grand Falls—Windsor|Scott Simms|39|Liberal|3042006|male
29112005|89|Bonavista—Gander—Grand Falls—Windsor|Scott Simms|38|Liberal|4102004|male
8091993|248|Edmonton—Strathcona|Scott Thorkelson|34|Progressive Conservative|12121988|male
11092019|106|St. John's South—Mount Pearl|Seamus O'Regan|42|Liberal|3122015|male
20112019|106|St. John's South—Mount Pearl|Seamus O'Regan|43|Liberal|21102019|male
11092019|240|Charlottetown|Sean Casey|42|Liberal|3122015|male
20112019|240|Charlottetown|Sean Casey|43|Liberal|21102019|male
2082015|213|Charlottetown|Sean Casey|41|Liberal|2062011|male
11092019|108|Central Nova|Sean Fraser|42|Liberal|3122015|male
20112019|108|Central Nova|Sean Fraser|43|Liberal|21102019|male
9051974|127|Hamilton—Wentworth|Sean O'Sullivan|29|Progressive Conservative|4011973|male
26031979|127|Hamilton—Wentworth|Sean O'Sullivan then Geoffrey Scott***|30|Both Progressive Conservative|30091974|male
23052004|276|Sherbrooke|Serge Cardin|37|Bloc Québécois|29012001|male
26032011|285|Sherbrooke|Serge Cardin|40|Bloc Québécois|18112008|male
29112005|285|Sherbrooke|Serge Cardin|38|Bloc Québécois|4102004|male
7092008|101|Sherbrooke|Serge Cardin|39|Bloc Québécois|3042006|male
11092019|90|Acadie—Bathurst|Serge Cormier|42|Liberal|3122015|male
20112019|90|Acadie—Bathurst|Serge Cormier|43|Liberal|21102019|male
9071984|54|Hochelaga–Maisonneuve|Serge Joyal|32|Liberal|14041980|male
14121979|54|Hochelaga—Maisonneuve|Serge Joyal|31|Liberal|9101979|male
26031979|72|Maissonneuve—Rosemont|Serge Joyal|30|Liberal|30091974|male
23052004|215|Beauharnois—Salaberry|Serge Marcil|37|Liberal|29012001|male
26032011|257|Marc-Aurèle-Fortin|Serge Ménard|40|Bloc Québécois|18112008|male
29112005|257|Marc-Aurèle-Fortin|Serge Ménard|38|Bloc Québécois|4102004|male
7092008|73|Marc-Aurèle-Fortin|Serge Ménard|39|Bloc Québécois|3042006|male
27041997|205|York West|Sergio Marchi|35|Liberal|17011994|male
1101988|201|Liberal|Sergio Marchi|33|York West|5111984|male
8091993|205|York West|Sergio Marchi|34|Liberal|12121988|male
22102000|209|York West|Sergio Marchi then Judy Sgro***|36|Both Liberal|22091997|male
11092019|212|Scarborough North|Shaun Chen|42|Liberal|3122015|male
20112019|212|Scarborough North|Shaun Chen|43|Liberal|21102019|male
6021963|61||Sherwood Rideout|25|Liberal|27091962|male
8091965|61||Sherwood Rideout (died in office)|26|Liberal|16051963|male
23041968|44||Siegfried Enns|27|Progressive Conservative|18011966|male
6021963|44||Siegfried John Enns|25|Progressive Conservative|27091962|male
8091965|44||Siegfried John Enns|26|Progressive Conservative|16051963|male
9071984|223|Regina East|Simon De Jong|32|New Democrat|14041980|male
27041997|225|Regina—Qu'Appelle|Simon De Jong|35|New Democrat|17011994|male
1101988|223|New Democrat|Simon De Jong|33|Regina East|5111984|male
14121979|223|Regina East|Simon De Jong|31|New Democrat|9101979|male
11092019|288|Mirabel|Simon Marcil|42|Bloc Québécois|3122015|male
20112019|288|Mirabel|Simon Marcil|43|Bloc Québécois|21102019|male
8091993|225|Regina—Qu'Appelle|Simon de Jong|34|New Democrat|12121988|male
9071984|200|York—Peel|Sinclair Stevens|32|Progressive Conservative|14041980|male
14121979|200|York—Peel|Sinclair Stevens|31|Progressive Conservative|9101979|male
1101988|200|Progressive Conservative|Sinclair Stevens|33|York—Peel|5111984|male
26031979|191|York—Simcoe|Sinclair Stevens|30|Progressive Conservative|30091974|male
9051974|191|York—Simcoe|Sinclair Stevens|29|Progressive Conservative|4011973|male
1101988|165|Progressive Conservative|Stan Darling|33|Parry Sound—Muskoka|5111984|male
9071984|165|Parry Sound—Muskoka|Stan Darling|32|Progressive Conservative|14041980|male
8091993|170|Parry Sound—Muskoka|Stan Darling|34|Progressive Conservative|12121988|male
14121979|165|Parry Sound—Muskoka|Stan Darling|31|Progressive Conservative|9101979|male
26031979|157|Parry Sound—Muskoka|Stan Darling|30|Progressive Conservative|30091974|male
9051974|157|Parry Sound—Muskoka|Stan Darling|29|Progressive Conservative|4011973|male
27041997|189|Thunder Bay—Atikokan|Stan Dromisky|35|Liberal|17011994|male
23052004|188|Thunder Bay—Atikokan|Stan Dromisky|37|Liberal|29012001|male
22102000|192|Thunder Bay—Atikokan|Stan Dromisky|36|Liberal|22091997|male
14121979|260|Kootenay East—Revelstoke|Stan Graham|31|Progressive Conservative|9101979|male
1101988|260|Progressive Conservative|Stan Graham|33|Kootenay East—Revelstoke|5111984|male
9071984|221|Prince Albert|Stan Hovdebo|32|New Democrat|14041980|male
1101988|221|New Democrat|Stan Hovdebo|33|Prince Albert|5111984|male
8091993|229|Saskatoon—Humboldt|Stan Hovdebo|34|New Democrat|12121988|male
27041997|138|Hamilton West|Stan Keyes|35|Liberal|17011994|male
23052004|133|Hamilton West|Stan Keyes|37|Liberal|29012001|male
8091993|138|Hamilton West|Stan Keyes|34|Liberal|12121988|male
22102000|137|Hamilton West|Stan Keyes|36|Liberal|22091997|male
8091993|264|Delta|Stan Wilbee|34|Progressive Conservative|12121988|male
6021963|133||Stanley Haidasz|25|Liberal|27091962|male
1091972|156|Parkdale|Stanley Haidasz|28|Liberal|12091968|male
9051974|156|Parkdale|Stanley Haidasz|29|Liberal|4011973|male
8091965|133||Stanley Haidasz|26|Liberal|16051963|male
1021958|152||Stanley Haidasz|23|Liberal|14101957|male
23041968|133||Stanley Haidasz|27|Liberal|18011966|male
26031979|156|Parkdale|Stanley Haidasz then Yuri Shymko†††|30|Liberal then Progressive Conservative|30091974|male
9071984|211|Winnipeg North Centre|Stanley Knowles|32|New Democrat|14041980|male
12041957|50||Stanley Knowles|22|C.C.F.|12111953|male
6021963|50||Stanley Knowles|25|New Democratic Party|27091962|male
1091972|204|Winnipeg North Centre|Stanley Knowles|28|New Democrat|12091968|male
13061953|48||Stanley Knowles|21|C.C.F.|15091949|male
14121979|211|Winnipeg North Centre|Stanley Knowles|31|New Democrat|9101979|male
30041949|47||Stanley Knowles|20|C.C.F.|6091945|male
26031979|204|Winnipeg North Centre|Stanley Knowles|30|New Democrat|30091974|male
9051974|204|Winnipeg North Centre|Stanley Knowles|29|New Democrat|4011973|male
8091965|50||Stanley Knowles|26|New Democratic Party|16051963|male
1021958|50||Stanley Knowles|23|C.C.F.|14101957|male
23041968|50||Stanley Knowles|27|New Democratic Party|18011966|male
6021963|248||Stanley Korchinski|25|Progressive Conservative|27091962|male
9071984|219|Mackenzie|Stanley Korchinski|32|Progressive Conservative|14041980|male
19041962|248||Stanley Korchinski|24|Progressive Conservative|12051958|male
23041968|248||Stanley Korchinski|27|Progressive Conservative|18011966|male
1091972|209|Mackenzie|Stanley Korchinski|28|Progressive Conservative|12091968|male
14121979|219|Mackenzie|Stanley Korchinski|31|Progressive Conservative|9101979|male
26031979|209|Mackenzie|Stanley Korchinski|30|Progressive Conservative|30091974|male
9051974|209|Mackenzie|Stanley Korchinski|29|Progressive Conservative|4011973|male
8091965|248||Stanley Korchinski|26|Progressive Conservative|16051963|male
1091972|232|Palliser|Stanley Schumacher|28|Progressive Conservative|12091968|male
26031979|232|Palliser|Stanley Schumacher|30|Progressive Conservative then Independent|30091974|male
9051974|232|Palliser|Stanley Schumacher|29|Progressive Conservative|4011973|male
11092019|48|Kelowna—Lake Country|Stephen Fuhr|42|Liberal|3122015|male
25011940|115||Stephen Furniss|18|Liberal|6021936|male
27041997|241|Calgary West|Stephen Harper|35|Reform|17011994|male
26032011|6|Calgary Southwest|Stephen Harper|40|Conservative|18112008|male
29112005|7|Calgary Southwest|Stephen Harper|38|Conservative|4102004|male
7092008|247|Calgary Southwest|Stephen Harper|39|Conservative|3042006|male
2082015|6|Calgary Southwest|Stephen Harper|41|Conservative|2062011|male
11092019|6|Calgary Heritage|Stephen Harper (until August 26, 2016)|42|Conservative|3122015|male
16041945|115||Stephen Joseph Furniss|19|Liberal|16051940|male
23052004|56|Vancouver Quadra|Stephen Owen|37|Liberal|29012001|male
7092008|301|Vancouver Quadra|Stephen Owen|39|Liberal|3042006|male
29112005|60|Vancouver Quadra|Stephen Owen|38|Liberal|4102004|male
2082015|142|Kitchener Centre|Stephen Woodworth|41|Conservative|2062011|male
26032011|142|Kitchener Centre|Stephen Woodworth|40|Conservative|18112008|male
8091993|177|Sault Ste. Marie|Steve Butland|34|New Democrat|12121988|male
23052004|150|Mississauga West|Steve Mahoney|37|Liberal|29012001|male
22102000|155|Mississauga West|Steve Mahoney|36|Liberal|22091997|male
23041968|161||Steve Otto|27|Liberal|18011966|male
9071984|239|Edmonton North|Steve Paproski|32|Progressive Conservative|14041980|male
14121979|239|Edmonton North|Steve Paproski|31|Progressive Conservative|9101979|male
1091972|226|Edmonton Centre|Steve Paproski|28|Progressive Conservative|12091968|male
1101988|239|Progressive Conservative|Steve Paproski|33|Edmonton North|5111984|male
8091993|244|Edmonton North|Steve Paproski|34|Progressive Conservative|12121988|male
26031979|226|Edmonton Centre|Steve Paproski|30|Progressive Conservative|30091974|male
9051974|226|Edmonton Centre|Steve Paproski|29|Progressive Conservative|4011973|male
11092019|253|Bellechasse—Les Etchemins—Lévis|Steven Blaney|42|Conservative|3122015|male
26032011|251|Lévis—Bellechasse|Steven Blaney|40|Conservative|18112008|male
20112019|253|Bellechasse—Les Etchemins—Lévis|Steven Blaney|43|Conservative|21102019|male
2082015|251|Lévis—Bellechasse|Steven Blaney|41|Conservative|2062011|male
7092008|67|Lévis—Bellechasse|Steven Blaney|39|Conservative|3042006|male
26032011|65|Charleswood—St. James—Assiniboia|Steven Fletcher|40|Conservative|18112008|male
2082015|65|Charleswood—St. James—Assiniboia|Steven Fletcher|41|Conservative|2062011|male
29112005|65|Charleswood—St. James—Assiniboia|Steven Fletcher|38|Conservative|4102004|male
7092008|214|Charleswood—St. James—Assiniboia|Steven Fletcher|39|Conservative|3042006|male
20112019|278|Laurier—Sainte-Marie|Steven Guilbeault|43|Liberal|21102019|male
8091993|127|Essex-Windsor|Steven Langdon|34|New Democrat|12121988|male
11092019|266|Gatineau|Steven MacKinnon|42|Liberal|3122015|male
20112019|266|Gatineau|Steven MacKinnon|43|Liberal|21102019|male
6021963|161||Steven Otto|25|Liberal|27091962|male
1091972|188|York East|Steven Otto|28|Liberal|12091968|male
8091965|161||Steven Otto|26|Liberal|16051963|male
1101988|124|New Democrat|Steven W. Langdon|33|Essex—Windsor|5111984|male
1101988|18|Progressive Conservative|Stewart MacInnes|33|Halifax|5111984|male
19041962|30||Stuart A. Fleming|24|Progressive Conservative|12051958|male
6021963|30||Stuart A. Fleming|25|Progressive Conservative|27091962|male
8091965|30||Stuart A. Fleming|26|Progressive Conservative|16051963|male
12041957|43||Stuart Garson|22|Liberal|12111953|male
13061953|39||Stuart Garson|21|Liberal|15091949|male
26031979|250|New Westminster|Stuart Leggatt|30|New Democrat|30091974|male
9051974|250|New Westminster|Stuart Leggatt|29|New Democrat|4011973|male
13061953|96||Stuart Murray Clark|21|Liberal|15091949|male
16041945|86||Stuart Murray Clark|19|Liberal|16051940|male
23052004|238|Lac-Saint-Jean—Saguenay|Stéphan Tremblay|37|Bloc Québécois|29012001|male
22102000|60|Lac-Saint-Jean|Stéphan Tremblay|36|Bloc Québécois|22091997|male
11092019|180|Mississauga—Lakeshore|Sven Spengemann|42|Liberal|3122015|male
20112019|180|Mississauga—Lakeshore|Sven Spengemann|43|Liberal|21102019|male
9071984|251|Burnaby|Svend Robinson|32|New Democrat|14041980|male
14121979|251|Burnaby|Svend Robinson|31|New Democrat|9101979|male
27041997|260|Burnaby—Kingsway|Svend Robinson|35|New Democrat|17011994|male
23052004|26|Burnaby—Douglas|Svend Robinson|37|NDP|29012001|male
1101988|251|New Democrat|Svend Robinson|33|Burnaby|5111984|male
8091993|260|Burnaby—Kingsway|Svend Robinson|34|New Democrat|12121988|male
22102000|264|Burnaby—Douglas|Svend Robinson|36|New Democrat|22091997|male
2082015|231|Châteauguay—Saint-Constant|Sylvain Chicoine|41|NDP|2062011|male
6021963|147||Sylvester Perry Ryan|25|Liberal|27091962|male
8091965|146||Sylvester Perry Ryan|26|Liberal|16051963|male
23041968|147||Sylvester Perry Ryan|27|Liberal|18011966|male
29112005|243|Jonquière—Alma|Sébastien Gagnon|38|Bloc Québécois|4102004|male
20112019|244|Abitibi—Témiscamingue|Sébastien Lemire|43|Bloc Québécois|21102019|male
20112019|50|Langley—Aldergrove|Tako Van Popta|43|Conservative|21102019|male
2082015|279|Saint-Jean|Tarik Brahmi|41|NDP|2062011|male
11092019|83|Provencher|Ted Falk|42|Conservative|3122015|male
20112019|83|Provencher|Ted Falk|43|Conservative|21102019|male
2082015|141|Kingston and the Islands|Ted Hsu|41|Liberal|2062011|male
27041997|289|Vancouver Quadra|Ted McWhinney|35|Liberal|17011994|male
22102000|293|Vancouver Quadra|Ted McWhinney|36|Liberal|22091997|male
26032011|19|Macleod|Ted Menzies|40|Conservative|18112008|male
29112005|19|Macleod|Ted Menzies|38|Conservative|4102004|male
7092008|260|Macleod|Ted Menzies|39|Conservative|3042006|male
2082015|19|Macleod|Ted Menzies (until November 6, 2013)|41|Conservative|2062011|male
2082015|128|Etobicoke Centre|Ted Opitz|41|Conservative|2062011|male
1101988|263|Progressive Conservative|Ted Schellenberg|33|Nanaimo—Alberni|5111984|male
27041997|275|North Vancouver|Ted White|35|Reform|17011994|male
23052004|40|North Vancouver|Ted White|37|Canadian Alliance|29012001|male
22102000|277|North Vancouver|Ted White|36|Reform then Canadian Alliance*|22091997|male
2082015|164|Oakville|Terence Young|41|Conservative|2062011|male
26032011|164|Oakville|Terence Young|40|Conservative|18112008|male
1091972|167|Sault Ste. Marie|Terrence Murphy|28|Liberal|12091968|male
30041949|117||Theobald Butler Barrett|20|Progressive Conservative|6091945|male
26032011|241|Jeanne-Le Ber|Thierry St-Cyr|40|Bloc Québécois|18112008|male
7092008|57|Jeanne-Le Ber|Thierry St-Cyr|39|Bloc Québécois|3042006|male
25011940|109||Thomas Alfred Thompson|18|Conservative|6021936|male
14081935|102||Thomas Alfred Thompson|17|Conservative|9091930|male
12041957|81||Thomas Andrew Murray Kirk|22|Liberal|12111953|male
13061953|75||Thomas Andrew Murray Kirk|21|Liberal|15091949|male
1021958|81||Thomas Andrew Murray Kirk|23|Liberal|14101957|male
9051974|29|Saint John—Lancaster|Thomas Bell|29|Progressive Conservative|4011973|male
14081935|53||Thomas Bell|17|Conservative|9091930|male
16041945|142||Thomas Bruce McNevin|19|Liberal|16051940|male
14081935|66||Thomas Cantley|17|Conservative|9091930|male
9071984|145|Leeds—Grenville|Thomas Cossitt|32|Progressive Conservative|14041980|male
14121979|145|Leeds—Grenville|Thomas Cossitt|31|Progressive Conservative|9101979|male
26031979|138|Leeds|Thomas Cossitt|30|Progressive Conservative|30091974|male
9051974|139|Leeds|Thomas Cossitt|29|Progressive Conservative|4011973|male
25011940|34||Thomas Crerar|18|Liberal|6021936|male
16041945|34||Thomas Crerar|19|Liberal|16051940|male
25011940|240||Thomas Donnelly|18|Liberal|6021936|male
14081935|71||Thomas Edward Simpson|17|Conservative|9091930|male
14081935|238||Thomas F. Donnelly|17|Liberal|9091930|male
16041945|240||Thomas F. Donnelly|19|Liberal|16051940|male
25011940|71||Thomas Farquhar|18|Liberal|6021936|male
16041945|71||Thomas Farquhar|19|Liberal|16051940|male
30041949|71||Thomas Farquhar (until September 10, 1948 Senate appointment)|20|Liberal|6091945|male
1101988|157|Progressive Conservative|Thomas Fennell|33|Ontario|5111984|male
9071984|157|Ontario|Thomas Fennell|32|Progressive Conservative|14041980|male
14121979|157|Ontario|Thomas Fennell|31|Progressive Conservative|9101979|male
14081935|113||Thomas Franklin Ahearn|17|Liberal|9091930|male
14081935|35||Thomas Gerow Murphy (until 7 August 1930 emoulment appointment)|17|Conservative|9091930|male
12041957|65||Thomas Gordon William Ashbourne|22|Liberal|12111953|male
13061953|63||Thomas Gordon William Ashbourne|21|Liberal|15091949|male
1021958|65||Thomas Gordon William Ashbourne|23|Liberal|14101957|male
12041957|106||Thomas Hambly Ross|22|Liberal|12111953|male
13061953|107||Thomas Hambly Ross|21|Liberal|15091949|male
30041949|97||Thomas Hambly Ross|20|Liberal|6091945|male
16041945|97||Thomas Hambly Ross|19|Liberal|16051940|male
14081935|41||Thomas Hay|17|Conservative|9091930|male
30041949|202||Thomas Healy|20|Liberal|6091945|male
12041957|226||Thomas Healy|22|Liberal|12111953|male
14081935|148||Thomas Herbert Lennox (died in office)|17|Conservative|9091930|male
1101988|148|Progressive Conservative|Thomas Hockin|33|London West|5111984|male
8091993|151|London West|Thomas Hockin|34|Progressive Conservative|12121988|male
14081935|141||Thomas Hubert Stinson|17|Conservative|9091930|male
1021958|18||Thomas Irwin|23|Social Credit|14101957|male
16041945|20||Thomas James O'Neill|19|Liberal|16051940|male
30041949|237||Thomas John Bentley|20|C.C.F.|6091945|male
13061953|164||Thomas Joseph Kickham|21|Liberal|15091949|male
12041957|167||Thomas Joseph Kickham|22|Liberal|12111953|male
30041949|106||Thomas Kidd|20|Progressive Conservative|6091945|male
30041949|75||Thomas Langton Church|20|Progressive Conservative|6091945|male
25011940|75||Thomas Langton Church|18|Conservative|6021936|male
16041945|75||Thomas Langton Church|19|National Government|16051940|male
13061953|85||Thomas Langton Church (died 7 February 1950)|21|Progressive Conservative|15091949|male
9071984|82|Pontiac-Gatineau-Labelle|Thomas Lefebvre|32|Liberal|14041980|male
23041968|215||Thomas Lefebvre|27|Liberal|18011966|male
14121979|82|Pontiac—Gatineau—Labelle|Thomas Lefebvre|31|Liberal|9101979|male
1091972|81|Pontiac|Thomas Lefebvre|28|Liberal|12091968|male
26031979|81|Pontiac|Thomas Lefebvre|30|Liberal|30091974|male
9051974|81|Pontiac|Thomas Lefebvre|29|Liberal|4011973|male
9071984|9|Hillsborough|Thomas McMillan|32|Progressive Conservative|14041980|male
1101988|9|Progressive Conservative|Thomas McMillan|33|Hillsborough|5111984|male
14121979|9|Hillsborough|Thomas McMillan|31|Progressive Conservative|9101979|male
14081935|96||Thomas McMillan (died 7 June 1932)|17|Liberal|9091930|male
14081935|115||Thomas Merritt Cayley (died in office)|17|Liberal|9091930|male
12041957|59||Thomas Miller Bell|22|Progressive Conservative|12111953|male
19041962|59||Thomas Miller Bell|24|Progressive Conservative|12051958|male
6021963|59||Thomas Miller Bell|25|Progressive Conservative|27091962|male
1091972|29|Saint John—Lancaster|Thomas Miller Bell|28|Progressive Conservative|12091968|male
8091965|59||Thomas Miller Bell|26|Progressive Conservative|16051963|male
1021958|59||Thomas Miller Bell|23|Progressive Conservative|14101957|male
